"","location","scale","shape"
"T+423",0.000199180276423543,4.86743487135702e-07,7.99999998851768
"T+424",0.000270219223196072,4.86743487135702e-07,7.99999998851768
"T+425",0.000238695062422282,4.86743487135702e-07,7.99999998851768
"T+426",0.000195686488495428,4.86743487135702e-07,7.99999998851768
"T+427",0.00018359146048867,4.86743487135702e-07,7.99999998851768
"T+428",0.000262599824619808,4.86743487135702e-07,7.99999998851768
"T+429",0.000305335746676586,4.86743487135702e-07,7.99999998851768
"T+430",0.000278905857781511,4.86743487135702e-07,7.99999998851768
"T+431",0.000239237512855866,4.86743487135702e-07,7.99999998851768
"T+432",0.000240166779191882,4.86743487135702e-07,7.99999998851768
"T+433",0.000311727231851218,4.86743487135702e-07,7.99999998851768
"T+434",0.000296024789271547,4.86743487135702e-07,7.99999998851768
"T+435",0.000228564956127315,4.86743487135702e-07,7.99999998851768
"T+436",0.000255458767875661,4.86743487135702e-07,7.99999998851768
"T+437",0.000225130381369897,4.86743487135702e-07,7.99999998851768
"T+438",0.000237278818730612,4.86743487135702e-07,7.99999998851768
"T+439",0.000261980500822267,4.86743487135702e-07,7.99999998851768
"T+440",0.000277004409825012,4.86743487135702e-07,7.99999998851768
"T+441",0.000312762169758715,4.86743487135702e-07,7.99999998851768
"T+442",0.000226202260827581,4.86743487135702e-07,7.99999998851768
"T+443",0.000226822658823093,4.86743487135702e-07,7.99999998851768
"T+444",0.000224722084738566,4.86743487135702e-07,7.99999998851768
"T+445",0.000283070212398258,4.86743487135702e-07,7.99999998851768
"T+446",0.000295230062408748,4.86743487135702e-07,7.99999998851768
"T+447",0.000322354726700098,4.86743487135702e-07,7.99999998851768
"T+448",0.000502025227934803,4.86743487135702e-07,7.99999998851768
"T+449",0.0005547330951659,4.86743487135702e-07,7.99999998851768
"T+450",0.000756066335799386,4.86743487135702e-07,7.99999998851768
"T+451",0.00126324247501861,4.86743487135702e-07,7.99999998851768
"T+452",0.00127189016480867,4.86743487135702e-07,7.99999998851768
"T+453",0.000902409822356354,4.86743487135702e-07,7.99999998851768
"T+454",0.000629974965293581,4.86743487135702e-07,7.99999998851768
"T+455",0.000565976022893662,4.86743487135702e-07,7.99999998851768
"T+456",0.000413017086566394,4.86743487135702e-07,7.99999998851768
"T+457",0.000336523287298752,4.86743487135702e-07,7.99999998851768
"T+458",0.000347731690019265,4.86743487135702e-07,7.99999998851768
"T+459",0.00026619938211802,4.86743487135702e-07,7.99999998851768
"T+460",0.000282030494576345,4.86743487135702e-07,7.99999998851768
"T+461",0.000340533007125787,4.86743487135702e-07,7.99999998851768
"T+462",0.000308894711375851,4.86743487135702e-07,7.99999998851768
"T+463",0.000339295184902673,4.86743487135702e-07,7.99999998851768
"T+464",0.000279496579958229,4.86743487135702e-07,7.99999998851768
"T+465",0.000290838345933281,4.86743487135702e-07,7.99999998851768
"T+466",0.00032971561083375,4.86743487135702e-07,7.99999998851768
"T+467",0.000281610348678063,4.86743487135702e-07,7.99999998851768
"T+468",0.000298612141693324,4.86743487135702e-07,7.99999998851768
"T+469",0.000330430276372707,4.86743487135702e-07,7.99999998851768
"T+470",0.000299899064759663,4.86743487135702e-07,7.99999998851768
"T+471",0.000324324226747418,4.86743487135702e-07,7.99999998851768
"T+472",0.00025052775937199,4.86743487135702e-07,7.99999998851768
"T+473",0.000235173193361266,4.86743487135702e-07,7.99999998851768
"T+474",0.000213642653669046,4.86743487135702e-07,7.99999998851768
"T+475",0.000373688194073881,4.86743487135702e-07,7.99999998851768
"T+476",0.000432121736608859,4.86743487135702e-07,7.99999998851768
"T+477",0.000365124877407765,4.86743487135702e-07,7.99999998851768
"T+478",0.000356242332768055,4.86743487135702e-07,7.99999998851768
"T+479",0.00038404925692881,4.86743487135702e-07,7.99999998851768
"T+480",0.000317034120853645,4.86743487135702e-07,7.99999998851768
"T+481",0.000248732353204501,4.86743487135702e-07,7.99999998851768
"T+482",0.000310857860292764,4.86743487135702e-07,7.99999998851768
"T+483",0.000311056864115491,4.86743487135702e-07,7.99999998851768
"T+484",0.000317973248486816,4.86743487135702e-07,7.99999998851768
"T+485",0.000306392812157199,4.86743487135702e-07,7.99999998851768
"T+486",0.000257969506270112,4.86743487135702e-07,7.99999998851768
"T+487",0.000311363364808504,4.86743487135702e-07,7.99999998851768
"T+488",0.000440161497433563,4.86743487135702e-07,7.99999998851768
"T+489",0.000459781687582667,4.86743487135702e-07,7.99999998851768
"T+490",0.00038865438235336,4.86743487135702e-07,7.99999998851768
"T+491",0.000411062677548424,4.86743487135702e-07,7.99999998851768
"T+492",0.000471307968184296,4.86743487135702e-07,7.99999998851768
"T+493",0.000523713503921541,4.86743487135702e-07,7.99999998851768
"T+494",0.000613205210383054,4.86743487135702e-07,7.99999998851768
"T+495",0.000485323581815302,4.86743487135702e-07,7.99999998851768
"T+496",0.000376465648234828,4.86743487135702e-07,7.99999998851768
"T+497",0.000347389698958923,4.86743487135702e-07,7.99999998851768
"T+498",0.000319179397656327,4.86743487135702e-07,7.99999998851768
"T+499",0.000268561749701608,4.86743487135702e-07,7.99999998851768
"T+500",0.000252057150269543,4.86743487135702e-07,7.99999998851768
"T+501",0.000251782882843379,4.86743487135702e-07,7.99999998851768
"T+502",0.000223075300391331,4.86743487135702e-07,7.99999998851768
